syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg,all_variants,selected
-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,-,-,-,-,0,+,0,0,ɳ̤ː,ɳ̤ː
-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,-,-,-,-,0,-,0,0,ɳ̤,ɳ̤
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,+,+,-,-,0,-,0,0,ŋ̤ˤ,ŋ̤ˤ
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,+,-,-,-,0,-,0,0,ɲ̤ˤ,ɲ̤ˤ
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0,"ŋ̤ʷ, ɴ̤ʷ",ŋ̤ʷ
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,+,0,0,ŋ̤ː,ŋ̤ː
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"ŋ̤ʲ, ɴ̤ʲ, ŋ̤, ŋ̤ˠ, ɴ̤ˠ",ŋ̤
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0,ɲ̤ʷ,ɲ̤ʷ
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,+,0,0,ɲ̤ː,ɲ̤ː
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0,"ɲ̤, ɲ̤ʲ, ɲ̤ˠ",ɲ̤
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0,ɴ̤ˤ,ɴ̤ˤ
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,-,+,-,-,0,+,0,0,ɴ̤ː,ɴ̤ː
-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0,ɴ̤,ɴ̤
-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0,"n̪ʷˀ, n̪̰ʷ",n̪̰ʷ
-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0,"n̪̰ʲ, n̪̰ˠ",n̪̰ʲ
-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,-,+,-,-,-,0,-,0,0,n̪̰ˤ,n̪̰ˤ
-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,-,-,-,-,-,0,+,0,0,n̪̰ː,n̪̰ː
-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0,"n̪̰, n̪ˀ, ˀn̪",n̪̰
-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,+,-,-,+,-,0,-,0,0,"nʷˀ, n̰ʷ",n̰ʷ
-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,+,-,-,-,-,0,-,0,0,"n̰ʲ, n̰ˠ",n̰ʲ
-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,-,+,-,-,-,0,-,0,0,n̰ˤ,n̰ˤ
-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0,n̰ː,n̰ː
-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0,"n̰, nˀ, ˀn",n̰
-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0,"mʷˀ, m̰ʷ",m̰ʷ
-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0,"m̰ʲ, m̰ˠ",m̰ʲ
-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,-,+,-,-,-,0,-,0,0,m̰ˤ,m̰ˤ
-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,+,0,0,m̰ː,m̰ː
-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0,"m̰, mˀ, ˀm",m̰
-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,+,-,-,+,-,0,-,0,0,"ɳʷˀ, ɳ̰ʷ",ɳ̰ʷ
-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,+,-,-,-,-,0,-,0,0,"ɳ̰ʲ, ɳ̰ˠ",ɳ̰ʲ
-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,-,+,-,-,-,0,-,0,0,ɳ̰ˤ,ɳ̰ˤ
-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,-,-,-,-,-,0,+,0,0,ɳ̰ː,ɳ̰ː
-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,-,-,-,-,-,0,-,0,0,"ɳ̰, ɳˀ, ˀɳ",ɳ̰
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0,ŋ̰ˤ,ŋ̰ˤ
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,-,-,-,0,-,0,0,ɲ̰ˤ,ɲ̰ˤ
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0,"ŋʷˀ, ɴʷˀ, ŋ̰ʷ, ɴ̰ʷ",ŋ̰ʷ
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,+,0,0,ŋ̰ː,ŋ̰ː
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0,"ŋ̰ʲ, ɴ̰ʲ, ŋ̰ˠ, ɴ̰ˠ, ŋ̰, ŋˀ, ˀŋ",ŋ̰
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,+,-,0,-,0,0,"ɲʷˀ, ɲ̰ʷ",ɲ̰ʷ
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,+,0,0,ɲ̰ː,ɲ̰ː
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0,"ɲ̰, ɲˀ, ˀɲ, ɲ̰ʲ, ɲ̰ˠ",ɲ̰
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,-,+,+,-,-,0,-,0,0,ɴ̰ˤ,ɴ̰ˤ
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0,ɴ̰ː,ɴ̰ː
-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0,"ɴ̰, ɴˀ, ˀɴ",ɴ̰
-,+,+,-,-,-,+,-,+,-,-,+,+,+,+,-,-,-,-,-,0,-,0,0,n̪̼,n̪̼
-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,+,-,+,-,0,-,0,0,n̪ʷˤ,n̪ʷˤ
-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,-,+,-,0,+,0,0,"n̪ʷː, n̪ːʷ",n̪ʷː
-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0,"n̪ᶣ, n̪ʷˠ, n̪ʷ, n̪ʲʷ",n̪ʷ
-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0,"n̪ːʲ, n̪ʲː, n̪ːˠ",n̪ʲː
-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,-,-,-,0,-,0,0,"n̪ʲ, n̪ˠ",n̪ʲ
-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,-,0,+,0,0,"n̪ːˤ, n̪ˤː",n̪ˤː
-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,-,0,-,0,0,n̪ˤ,n̪ˤ
-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,+,0,0,n̪ː,n̪ː
-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0,"n̪, n̪̟, n̻, n̪̻, n̪̠",n̪
-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0,n̼,n̼
-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,+,-,+,-,0,-,0,0,nʷˤ,nʷˤ
-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,+,-,0,+,0,0,"nʷː, nːʷ",nʷː
-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0,"nᶣ, nʷˠ, nʷ, nʲʷ",nʷ
-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0,"nːʲ, nʲː, nːˠ",nʲː
-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0,"nʲ, nˠ",nʲ
-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,-,0,+,0,0,"nːˤ, nˤː",nˤː
-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,-,0,-,0,0,nˤ,nˤ
-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0,nː,nː
-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0,"n, n̺, n̪̺, n̟, n̠",n
-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,+,-,+,-,0,-,0,0,mʷˤ,mʷˤ
-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,-,+,-,0,+,0,0,"mʷː, mːʷ",mʷː
-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0,"mʷˠ, mʷ, mʲʷ",mʷ
-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0,"mːʲ, mʲː, mːˠ",mʲː
-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0,"mʲ, mˠ",mʲ
-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,-,+,-,-,-,0,+,0,0,"mːˤ, mˤː",mˤː
-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,-,+,-,-,-,0,-,0,0,mˤ,mˤ
-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0,mː,mː
-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0,"m, m̟, m̠",m
-,+,+,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0,ɳ̻,ɳ̻
-,+,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0,ɳ̺,ɳ̺
-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,+,-,+,-,0,-,0,0,ɳʷˤ,ɳʷˤ
-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,-,+,-,0,+,0,0,"ɳʷː, ɳːʷ",ɳʷː
-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,-,+,-,0,-,0,0,"ɳᶣ, ɳʷˠ, ɳʷ, ɳʲʷ",ɳʷ
-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,-,-,-,0,+,0,0,"ɳːʲ, ɳʲː, ɳːˠ",ɳʲː
-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,-,-,-,0,-,0,0,"ɳʲ, ɳˠ",ɳʲ
-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,-,+,-,-,-,0,+,0,0,"ɳːˤ, ɳˤː",ɳˤː
-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,-,+,-,-,-,0,-,0,0,ɳˤ,ɳˤ
-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,-,-,-,-,-,0,+,0,0,ɳː,ɳː
-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,-,-,-,-,-,0,-,0,0,"ɳ, ɳ̟, ɳ̠",ɳ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0,"ŋʷˤ, ɴʷˤ",ŋʷˤ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0,"ŋːˤ, ŋˤː",ŋˤː
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0,ŋˤ,ŋˤ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,-,+,-,0,-,0,0,ɲʷˤ,ɲʷˤ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,-,-,-,0,+,0,0,"ɲːˤ, ɲˤː",ɲˤː
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,-,-,-,0,-,0,0,ɲˤ,ɲˤ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0,"ŋʷː, ɴʷː, ŋːʷ, ɴːʷ",ŋʷː
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0,"ŋᶣ, ɴᶣ, ŋʷˠ, ɴʷˠ, ɴʷ, ŋʷ, ŋʲʷ, ɴʲʷ",ŋʷ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0,"ŋːʲ, ɴːʲ, ŋʲː, ɴʲː, ŋː, ŋːˠ, ɴːˠ",ŋː
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"ŋʲ, ɴʲ, ɴˠ, ŋ, ŋ̟, ŋ̠",ŋ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,+,-,0,+,0,0,"ɲʷː, ɲːʷ",ɲʷː
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0,"ɲᶣ, ɲʷˠ, ɲʲʷ, ɲʷ",ɲʷ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0,"ɲː, ɲʲː, ɲːʲ, ɲːˠ",ɲː
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0,"ɲʲ, ɲ, ɲ̟, ɲ̠, ɲˠ",ɲ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,-,+,+,-,-,0,+,0,0,"ɴːˤ, ɴˤː",ɴˤː
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0,ɴˤ,ɴˤ
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0,ɴː,ɴː
-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0,"ɴ, ɴ̟, ɴ̠",ɴ
-,+,+,-,-,-,+,-,-,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0,n̪̤̥,n̪̤̥
-,+,+,-,-,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,0,-,0,0,n̤̥,n̤̥
-,+,+,-,-,-,+,-,-,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0,m̤̥,m̤̥
-,+,+,-,-,-,+,-,-,+,-,-,+,0,-,-,-,-,-,-,0,-,0,0,ɳ̤̥,ɳ̤̥
-,+,+,-,-,-,+,-,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0,ŋ̤̥,ŋ̤̥
-,+,+,-,-,-,+,-,-,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0,ɲ̤̥,ɲ̤̥
-,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0,ɴ̤̥,ɴ̤̥
-,+,+,-,-,-,+,-,-,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0,n̪̥ʷ,n̪̥ʷ
-,+,+,-,-,-,+,-,-,-,-,+,+,+,-,+,-,-,-,-,0,-,0,0,"n̪̥ʲ, n̪̥ˠ",n̪̥ʲ
-,+,+,-,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,0,-,0,0,n̪̥ˤ,n̪̥ˤ
-,+,+,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,0,+,0,0,n̪̥ː,n̪̥ː
-,+,+,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0,n̪̥,n̪̥
-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0,n̥ʷ,n̥ʷ
-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0,"n̥ʲ, n̥ˠ",n̥ʲ
-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,0,-,0,0,n̥ˤ,n̥ˤ
-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0,n̥ː,n̥ː
-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0,n̥,n̥
-,+,+,-,-,-,+,-,-,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0,m̥ʷ,m̥ʷ
-,+,+,-,-,-,+,-,-,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0,"m̥ʲ, m̥ˠ",m̥ʲ
-,+,+,-,-,-,+,-,-,-,-,+,-,0,+,-,+,-,-,-,0,-,0,0,m̥ˤ,m̥ˤ
-,+,+,-,-,-,+,-,-,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0,m̥ː,m̥ː
-,+,+,-,-,-,+,-,-,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0,m̥,m̥
-,+,+,-,-,-,+,-,-,-,-,-,+,0,-,+,-,-,+,-,0,-,0,0,ɳ̥ʷ,ɳ̥ʷ
-,+,+,-,-,-,+,-,-,-,-,-,+,0,-,+,-,-,-,-,0,-,0,0,"ɳ̥ʲ, ɳ̥ˠ",ɳ̥ʲ
-,+,+,-,-,-,+,-,-,-,-,-,+,0,-,-,+,-,-,-,0,-,0,0,ɳ̥ˤ,ɳ̥ˤ
-,+,+,-,-,-,+,-,-,-,-,-,+,0,-,-,-,-,-,-,0,+,0,0,ɳ̥ː,ɳ̥ː
-,+,+,-,-,-,+,-,-,-,-,-,+,0,-,-,-,-,-,-,0,-,0,0,ɳ̥,ɳ̥
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0,ŋ̥ˤ,ŋ̥ˤ
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,+,-,-,-,0,-,0,0,ɲ̥ˤ,ɲ̥ˤ
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0,"ŋ̥ʷ, ɴ̥ʷ",ŋ̥ʷ
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0,ŋ̥ː,ŋ̥ː
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"ŋ̥ʲ, ɴ̥ʲ, ŋ̥ˠ, ɴ̥ˠ, ŋ̥",ŋ̥
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0,ɲ̥ʷ,ɲ̥ʷ
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0,ɲ̥ː,ɲ̥ː
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0,"ɲ̥ʲ, ɲ̥, ɲ̥ˠ",ɲ̥
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0,ɴ̥ˤ,ɴ̥ˤ
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0,ɴ̥ː,ɴ̥ː
-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0,ɴ̥,ɴ̥
-,+,+,-,0,-,+,-,+,+,-,+,-,0,+,+,0,-,+,-,0,-,0,0,ɱ̤ʷ,ɱ̤ʷ
-,+,+,-,0,-,+,-,+,+,-,+,-,0,+,+,0,-,-,-,0,-,0,0,"ɱ̤ʲ, ɱ̤ˠ",ɱ̤ʲ
-,+,+,-,0,-,+,-,+,+,-,+,-,0,+,0,+,-,-,-,0,-,0,0,ɱ̤ˤ,ɱ̤ˤ
-,+,+,-,0,-,+,-,+,+,-,+,-,0,+,0,0,-,-,-,0,+,0,0,ɱ̤ː,ɱ̤ː
-,+,+,-,0,-,+,-,+,+,-,+,-,0,+,0,0,-,-,-,0,-,0,0,ɱ̤,ɱ̤
-,+,+,-,0,-,+,-,+,-,+,+,-,0,+,+,0,-,+,-,0,-,0,0,"ɱʷˀ, ɱ̰ʷ",ɱ̰ʷ
-,+,+,-,0,-,+,-,+,-,+,+,-,0,+,+,0,-,-,-,0,-,0,0,"ɱ̰ʲ, ɱ̰ˠ",ɱ̰ʲ
-,+,+,-,0,-,+,-,+,-,+,+,-,0,+,0,+,-,-,-,0,-,0,0,ɱ̰ˤ,ɱ̰ˤ
-,+,+,-,0,-,+,-,+,-,+,+,-,0,+,0,0,-,-,-,0,+,0,0,ɱ̰ː,ɱ̰ː
-,+,+,-,0,-,+,-,+,-,+,+,-,0,+,0,0,-,-,-,0,-,0,0,"ɱ̰, ɱˀ, ˀɱ",ɱ̰
-,+,+,-,0,-,+,-,+,-,-,+,-,0,+,+,+,-,+,-,0,-,0,0,ɱʷˤ,ɱʷˤ
-,+,+,-,0,-,+,-,+,-,-,+,-,0,+,+,0,-,+,-,0,+,0,0,"ɱʷː, ɱːʷ",ɱʷː
-,+,+,-,0,-,+,-,+,-,-,+,-,0,+,+,0,-,+,-,0,-,0,0,"ɱʷˠ, ɱʷ, ɱʲʷ",ɱʷ
-,+,+,-,0,-,+,-,+,-,-,+,-,0,+,+,0,-,-,-,0,+,0,0,"ɱːʲ, ɱʲː, ɱːˠ",ɱʲː
-,+,+,-,0,-,+,-,+,-,-,+,-,0,+,+,0,-,-,-,0,-,0,0,"ɱʲ, ɱˠ",ɱʲ
-,+,+,-,0,-,+,-,+,-,-,+,-,0,+,0,+,-,-,-,0,+,0,0,"ɱːˤ, ɱˤː",ɱˤː
-,+,+,-,0,-,+,-,+,-,-,+,-,0,+,0,+,-,-,-,0,-,0,0,ɱˤ,ɱˤ
-,+,+,-,0,-,+,-,+,-,-,+,-,0,+,0,0,-,-,-,0,+,0,0,ɱː,ɱː
-,+,+,-,0,-,+,-,+,-,-,+,-,0,+,0,0,-,-,-,0,-,0,0,"ɱ, ɱ̟, ɱ̠",ɱ
-,+,+,-,0,-,+,-,-,+,-,+,-,0,+,0,0,-,-,-,0,-,0,0,ɱ̤̥,ɱ̤̥
-,+,+,-,0,-,+,-,-,-,-,+,-,0,+,+,0,-,+,-,0,-,0,0,ɱ̥ʷ,ɱ̥ʷ
-,+,+,-,0,-,+,-,-,-,-,+,-,0,+,+,0,-,-,-,0,-,0,0,"ɱ̥ʲ, ɱ̥ˠ",ɱ̥ʲ
-,+,+,-,0,-,+,-,-,-,-,+,-,0,+,0,+,-,-,-,0,-,0,0,ɱ̥ˤ,ɱ̥ˤ
-,+,+,-,0,-,+,-,-,-,-,+,-,0,+,0,0,-,-,-,0,+,0,0,ɱ̥ː,ɱ̥ː
-,+,+,-,0,-,+,-,-,-,-,+,-,0,+,0,0,-,-,-,0,-,0,0,ɱ̥,ɱ̥
-,+,-,+,-,-,+,-,+,-,+,+,+,-,-,+,-,-,+,-,0,-,0,0,ɹ̰̃,ɹ̰̃
-,+,-,+,-,-,+,-,+,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0,ɻ̰̃,ɻ̰̃
-,+,-,+,-,-,+,-,+,-,+,-,-,0,+,+,-,+,+,-,0,-,0,0,w̰̃,w̰̃
-,+,-,+,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0,j̰̃,j̰̃
-,+,-,+,-,-,+,-,+,-,-,+,+,-,-,+,+,-,+,-,0,-,0,0,ɹ̃ˤ,ɹ̃ˤ
-,+,-,+,-,-,+,-,+,-,-,+,+,-,-,+,-,-,+,-,0,+,0,0,ɹ̃ː,ɹ̃ː
-,+,-,+,-,-,+,-,+,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0,ɹ̃,ɹ̃
-,+,-,+,-,-,+,-,+,-,-,-,+,-,-,-,+,-,-,-,0,-,0,0,ɻ̃ˤ,ɻ̃ˤ
-,+,-,+,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,+,0,0,ɻ̃ː,ɻ̃ː
-,+,-,+,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0,ɻ̃,ɻ̃
-,+,-,+,-,-,+,-,+,-,-,-,-,0,+,+,+,+,+,-,0,-,0,0,w̃ˤ,w̃ˤ
-,+,-,+,-,-,+,-,+,-,-,-,-,0,+,+,-,+,+,-,0,+,0,0,w̃ː,w̃ː
-,+,-,+,-,-,+,-,+,-,-,-,-,0,+,+,-,+,+,-,0,-,0,0,w̃,w̃
-,+,-,+,-,-,+,-,+,-,-,-,-,0,-,+,+,-,-,-,0,-,0,0,j̃ˤ,j̃ˤ
-,+,-,+,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0,j̃ː,j̃ː
-,+,-,+,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0,j̃,j̃
-,+,-,+,-,-,-,-,+,+,-,+,+,-,-,+,+,-,+,-,0,-,0,0,ɹ̤ˤ,ɹ̤ˤ
-,+,-,+,-,-,-,-,+,+,-,+,+,-,-,+,-,-,+,-,0,+,0,0,ɹ̤ː,ɹ̤ː
-,+,-,+,-,-,-,-,+,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0,"ɹ̤ʲ, ɹ̤, ɹ̤ʷ, ɹ̤ˠ",ɹ̤
-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,+,-,-,+,-,0,-,0,0,ɻ̤ʷ,ɻ̤ʷ
-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,0,-,0,0,"ɻ̤ʲ, ɻ̤ˠ",ɻ̤ʲ
-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,-,+,-,-,-,0,-,0,0,ɻ̤ˤ,ɻ̤ˤ
-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,0,+,0,0,ɻ̤ː,ɻ̤ː
-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,0,-,0,0,ɻ̤,ɻ̤
-,+,-,+,-,-,-,-,+,+,-,-,-,0,+,+,+,+,+,-,0,-,0,0,w̤ˤ,w̤ˤ
-,+,-,+,-,-,-,-,+,+,-,-,-,0,+,+,-,+,+,-,0,+,0,0,w̤ː,w̤ː
-,+,-,+,-,-,-,-,+,+,-,-,-,0,+,+,-,+,+,-,0,-,0,0,"w̤ʲ, w̤, w̤ʷ, w̤ˠ",w̤
-,+,-,+,-,-,-,-,+,+,-,-,-,0,-,+,+,-,-,-,0,-,0,0,j̤ˤ,j̤ˤ
-,+,-,+,-,-,-,-,+,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0,j̤ʷ,j̤ʷ
-,+,-,+,-,-,-,-,+,+,-,-,-,0,-,+,-,-,-,-,0,+,0,0,j̤ː,j̤ː
-,+,-,+,-,-,-,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0,"j̤, j̤ʲ, j̤ˠ",j̤
-,+,-,+,-,-,-,-,+,-,+,+,+,-,-,+,+,-,+,-,0,-,0,0,ɹ̰ˤ,ɹ̰ˤ
-,+,-,+,-,-,-,-,+,-,+,+,+,-,-,+,-,-,+,-,0,+,0,0,ɹ̰ː,ɹ̰ː
